Id,Title,Location,Director,Rating,Genre
100490,Trial at Midnight,Downtown Branch,Grace Donovan,3.2,Animation
100492,The Golden Signal,Downtown Branch,Abigail Anderson,3.2,Comedy
100494,Summit at Midnight,Reference Wing,Sophia Ellis,2.9,Comedy
100496,The Wandering River,South Campus Library,Jackson Hughes,3.4,Mystery
100498,Promise at Midnight,North Campus Library,Chloe Carter,2.25,Sci-Fi
1005,Silent Empire,Archives Room,Charlotte Vasquez,2.65,Documentary
100503,The Forgotten Letter,Main Library - Floor 2,Michael Donovan,4.0,Thriller
100505,Kingdom at Midnight,Stacks B,Michael Young,4.3,Action
100507,Paradox at Midnight,Stacks B,Alexander Ellis,1.0,Thriller
100509,Shadow at Midnight,South Campus Library,Michael Ramirez,4.5,Adventure
100511,The Burning Lantern,Archives Room,Abigail Nolan,4.1,Adventure
100513,Shadow at Midnight,Media Center,Lucas Anderson,3.1,Comedy
100515,Mirage at Midnight,Periodicals Desk,Logan Iverson,4.8,Comedy
100517,Wandering Chronicle,South Campus Library,Scarlett Dawson,2.9,Thriller
100519,Summit at Midnight,Media Center,Abigail Donovan,4.7,Drama
100521,Letter at Midnight,Periodicals Desk,Henry Ellis,3.9,Sci-Fi
100527,Final Trial,Downtown Branch,Liam Sinclair,4.0,Animation
100529,Mirage at Midnight,Main Library - Floor 1,James Iverson,4.7,Sci-Fi
100534,The Midnight Paradox,North Campus Library,Ethan Bennett,4.2,Adventure
100536,Electric Signal,Media Center,Ava Underwood,2.9,Romance
100538,Shattered Mirage,Media Center,Ava Nolan,3.0,Documentary
100540,The Radiant Garden,Riverside Branch,Liam Bennett,4.1,Romance
100553,Voyage at Midnight,Stacks B,James Young,4.75,Documentary
100556,Electric Garden,Stacks B,Isabella Dawson,3.88,Mystery
100559,Fading Shadow,Main Library - Floor 1,Abigail Quincy,2.9,Adventure
100562,Rising Shadow,Main Library - Floor 2,Ella Montgomery,3.2,Romance
100564,Broken Signal,Riverside Branch,Jackson Turner,3.0,Sci-Fi
100567,Voyage at Midnight,Riverside Branch,Abigail Underwood,3.0,Thriller
100570,Secret Shadow,Stacks A,Lucas Hawthorne,4.5,Adventure
100574,Voyage at Midnight,Media Center,Logan Owens,4.0,Adventure
100577,Horizon at Midnight,Periodicals Desk,Liam Underwood,4.6,Comedy
100579,Burning Horizon,Riverside Branch,Daniel Carter,3.0,Documentary
100581,Empire at Midnight,Media Center,Mia Hughes,2.75,Mystery
100583,Chronicle at Midnight,Archives Room,Liam Montgomery,4.8,Animation
100585,Wandering Frontier,Periodicals Desk,Amelia Iverson,3.9,Sci-Fi
100588,The Broken Empire,North Campus Library,Lucas Donovan,3.0,Comedy
100591,The Shattered Trial,Main Library - Floor 2,Lucas Sinclair,4.7,Adventure
100593,Promise at Midnight,South Campus Library,Harper Bennett,2.9,Action
100595,Fading River,Periodicals Desk,Michael Garcia,4.9,Adventure
1006,Frontier at Midnight,Main Library - Floor 2,Henry Nolan,3.64,Sci-Fi
100611,The Hidden Harbor,Archives Room,Grace Owens,3.9,Comedy
100613,Final Frontier,Main Library - Floor 2,Elijah Anderson,4.6,Action
100617,Empire at Midnight,Stacks B,Ella Hawthorne,3.0,Adventure
100620,The Radiant Letter,South Campus Library,Chloe Blackwell,4.0,Romance
100629,Letter at Midnight,Reference Wing,James Owens,4.5,Mystery
100633,Letter at Midnight,Reference Wing,Alexander Dawson,4.9,Adventure
100645,The Forgotten Frontier,Archives Room,Harper Prescott,2.8,Documentary
100647,Kingdom at Midnight,Stacks A,Harper Turner,3.7,Thriller
100651,The Burning Horizon,Reference Wing,Henry Zimmerman,3.4,Adventure
100653,Last Paradox,Media Center,Benjamin Quincy,4.7,Documentary
100655,Signal at Midnight,South Campus Library,Evelyn Iverson,4.5,Adventure
1007,The Forgotten Letter,Reference Wing,Daniel Turner,3.41,Mystery
100714,Forgotten River,Media Center,Amelia Bennett,3.82,Animation
100717,Last Letter,Riverside Branch,Scarlett Jensen,3.8,Adventure
100719,The Forgotten Signal,Stacks B,Chloe Jensen,3.2,Comedy
100721,Electric Summit,Periodicals Desk,Elijah Underwood,3.2,Thriller
100723,Signal at Midnight,Riverside Branch,Harper Underwood,4.8,Animation
100725,Secret Garden,Periodicals Desk,Charlotte Xu,4.8,Comedy
100727,The Lonely Frontier,Archives Room,Isabella Dawson,3.1,Sci-Fi
100729,Radiant River,Riverside Branch,Ella Marlowe,4.0,Animation
100731,Electric Echo,Downtown Branch,Michael Bennett,3.4,Mystery
100734,The Burning Garden,Periodicals Desk,Evelyn Xu,4.0,Sci-Fi
100737,The Silent Garden,Main Library - Floor 2,Charlotte Owens,3.5,Adventure
100739,Secret Echo,South Campus Library,Sophia Blackwell,3.5,Animation
100741,Trial at Midnight,North Campus Library,Amelia Hughes,3.4,Adventure
100743,Frontier at Midnight,Archives Room,Scarlett Hughes,3.5,Mystery
100745,Fading Mirage,Reference Wing,Benjamin Prescott,4.5,Comedy
100756,Voyage at Midnight,South Campus Library,Olivia Vasquez,2.9,Adventure
100799,Garden at Midnight,North Campus Library,Michael Jensen,4.5,Comedy
1008,Echo at Midnight,Riverside Branch,Amelia Prescott,3.57,Thriller
100810,Lantern at Midnight,Archives Room,Alexander Garcia,3.12,Animation
100823,Horizon at Midnight,Archives Room,Henry Blackwell,4.5,Comedy
100830,Radiant Shadow,Archives Room,Evelyn Turner,4.5,Comedy
100836,Garden at Midnight,Media Center,James Zimmerman,2.8,Action
100838,Rising River,South Campus Library,Ella Vasquez,4.0,Animation
100840,Lantern at Midnight,Archives Room,Ethan Garcia,4.8,Adventure
100843,The Broken Summit,Archives Room,Harper Lawson,4.0,Action
100882,River at Midnight,Stacks B,Amelia Garcia,3.1,Animation
100884,Kingdom at Midnight,Riverside Branch,Logan Blackwell,3.7,Documentary
1009,Shadow at Midnight,Main Library - Floor 2,Henry Iverson,2.97,Adventure
100902,The Last Garden,North Campus Library,Henry Prescott,3.5,Drama
100904,Silent Chronicle,Main Library - Floor 2,Charlotte Blackwell,3.5,Drama
100906,The Shattered Trial,Downtown Branch,Logan Lawson,3.5,Drama
100942,The Fading Trial,Main Library - Floor 1,Liam Jensen,3.3,Action
100944,Final Kingdom,North Campus Library,Olivia Bennett,2.9,Adventure
100946,Iron Paradox,Reference Wing,Lucas Vasquez,3.5,Action
100948,The Velvet Shadow,North Campus Library,Liam Hughes,3.8,Action
100951,The Rising River,Archives Room,Ethan Sinclair,2.0,Documentary
101,City at Midnight,Stacks A,Logan Vasquez,4.08,Action
1010,Promise at Midnight,Media Center,Henry Young,3.0,Thriller
101003,Paradox at Midnight,North Campus Library,Mason Bennett,2.9,Drama
101006,Iron Shadow,North Campus Library,James Hughes,3.7,Animation
101016,Electric Trial,Periodicals Desk,Noah Carter,4.1,Action
101018,The Radiant Trial,Stacks B,Benjamin Whitaker,4.5,Thriller
101020,The Silent Trial,North Campus Library,Logan Quincy,3.7,Thriller
101025,The Midnight Promise,Downtown Branch,Benjamin Dawson,3.5,Drama
101058,The Velvet Letter,Main Library - Floor 2,Isabella Fletcher,3.7,Drama
101060,Final Empire,Main Library - Floor 1,Chloe Hughes,0.5,Romance
101062,The Broken Garden,North Campus Library,Sophia Turner,4.6,Comedy
101064,Burning Mirage,North Campus Library,Jackson Zimmerman,2.9,Action
101068,Chronicle at Midnight,Reference Wing,James Sinclair,4.4,Documentary
101070,Voyage at Midnight,Main Library - Floor 2,Jackson Ellis,4.0,Comedy
101072,Golden Shadow,Main Library - Floor 1,Alexander Kensington,4.5,Adventure
101074,Trial at Midnight,Main Library - Floor 1,Scarlett Dawson,4.1,Action
101076,Chronicle at Midnight,North Campus Library,Chloe Garcia,2.72,Comedy
101079,Burning City,Main Library - Floor 1,Benjamin Blackwell,4.9,Mystery
101086,Signal at Midnight,Main Library - Floor 2,Noah Whitaker,3.1,Comedy
101088,The Electric Signal,Downtown Branch,Charlotte Whitaker,3.8,Sci-Fi
101097,The Silent Echo,Riverside Branch,Liam Lawson,3.6,Adventure
1011,The Midnight Echo,Main Library - Floor 2,Daniel Kensington,2.62,Action
101102,Frontier at Midnight,Media Center,Grace Hawthorne,3.3,Sci-Fi
101104,Fading Promise,Periodicals Desk,Olivia Garcia,3.2,Adventure
101106,Shattered Harbor,Media Center,James Dawson,4.0,Sci-Fi
101112,Forgotten Frontier,Archives Room,Benjamin Carter,3.05,Action
101114,Chronicle at Midnight,Stacks A,Mason Young,4.0,Adventure
101123,Velvet Shadow,Periodicals Desk,Chloe Ellis,4.2,Mystery
101127,The Wandering Summit,Archives Room,Mia Owens,4.2,Comedy
101133,Golden Signal,Stacks B,James Blackwell,3.8,Thriller
101137,Mirage at Midnight,Downtown Branch,Sophia Quincy,4.0,Romance
101142,Crimson Paradox,Archives Room,Noah Jensen,3.83,Thriller
101146,The Rising Promise,Archives Room,Grace Bennett,4.0,Comedy
101148,Secret Shadow,Reference Wing,Olivia Vasquez,3.7,Action
101150,Broken Trial,Archives Room,Harper Marlowe,4.8,Animation
101156,Fading Harbor,Media Center,Logan Blackwell,3.5,Documentary
101158,Lantern at Midnight,Archives Room,Elijah Whitaker,4.3,Animation
101160,The Radiant Harbor,Archives Room,Ava Dawson,4.2,Sci-Fi
101162,The Golden Kingdom,Downtown Branch,Olivia Vasquez,4.6,Adventure
101164,The Hidden Chronicle,South Campus Library,Benjamin Sinclair,3.4,Drama
101166,The Electric Harbor,Downtown Branch,Elijah Carter,4.5,Comedy
101168,The Golden Kingdom,Stacks B,Elijah Xu,4.4,Sci-Fi
101170,Signal at Midnight,North Campus Library,James Nolan,3.9,Drama
101172,Kingdom at Midnight,Periodicals Desk,Logan Fletcher,3.6,Drama
101176,The Burning River,Stacks A,Daniel Turner,3.3,Documentary
101178,Lantern at Midnight,Main Library - Floor 2,Lucas Ellis,3.7,Documentary
101180,Secret Horizon,Periodicals Desk,Benjamin Whitaker,4.0,Sci-Fi
101182,The Iron Garden,Main Library - Floor 2,Noah Vasquez,3.1,Adventure
101186,The Golden Lantern,Periodicals Desk,Logan Vasquez,4.0,Thriller
101188,Last Paradox,Riverside Branch,James Young,3.7,Documentary
101197,Shadow at Midnight,Reference Wing,Elijah Blackwell,3.0,Comedy
1012,Paradox at Midnight,Main Library - Floor 1,James Fletcher,3.48,Sci-Fi
101200,Crimson Frontier,Riverside Branch,Scarlett Owens,4.7,Action
101204,The Burning Mirage,Archives Room,Daniel Hughes,4.3,Romance
101207,The Hidden Mirage,Downtown Branch,Mia Zimmerman,4.0,Action
101210,Harbor at Midnight,Stacks B,Emma Owens,3.9,Drama
101212,The Burning River,Archives Room,Ella Iverson,4.6,Comedy
101214,The Shattered Signal,Archives Room,Michael Xu,5.0,Adventure
101216,The Midnight Lantern,North Campus Library,Michael Ramirez,2.9,Romance
101218,Hidden Lantern,Stacks A,Elijah Nolan,3.0,Romance
101220,Kingdom at Midnight,Archives Room,Lucas Nolan,4.1,Sci-Fi
101222,Shadow at Midnight,Archives Room,Lucas Carter,2.9,Comedy
101224,The Midnight Paradox,North Campus Library,Ella Whitaker,3.3,Mystery
101226,The Electric Kingdom,Stacks B,Sebastian Turner,3.4,Sci-Fi
101233,The Silent Voyage,North Campus Library,James Bennett,4.4,Sci-Fi
101235,Burning Empire,South Campus Library,Jackson Whitaker,3.0,Sci-Fi
101237,The Wandering Kingdom,Stacks A,Sebastian Ramirez,3.6,Mystery
101239,Signal at Midnight,Downtown Branch,Chloe Anderson,3.1,Documentary
101241,The Wandering Voyage,Stacks B,Mason Prescott,4.0,Romance
101243,Letter at Midnight,Riverside Branch,Lucas Bennett,3.1,Romance
101245,The Iron Letter,South Campus Library,Sophia Hughes,3.0,Action
101247,Wandering Trial,Reference Wing,Mia Nolan,4.0,Action
101249,Iron River,Media Center,James Kensington,3.1,Thriller
101255,The Broken Chronicle,Stacks B,Isabella Bennett,4.0,Romance
101258,Shattered Horizon,Main Library - Floor 1,Harper Ramirez,2.5,Documentary
101260,Electric Summit,Riverside Branch,Abigail Underwood,2.5,Thriller
101262,Lantern at Midnight,Media Center,Scarlett Montgomery,2.9,Mystery
101264,Electric City,Stacks A,Harper Owens,3.7,Action
101273,Summit at Midnight,North Campus Library,Benjamin Sinclair,4.0,Documentary
101281,Kingdom at Midnight,Downtown Branch,Mason Young,4.0,Drama
101283,Wandering Mirage,Main Library - Floor 2,Jackson Montgomery,3.5,Mystery
101285,The Forgotten Harbor,South Campus Library,Ethan Kensington,3.25,Documentary
101287,Secret Summit,Riverside Branch,Mia Hawthorne,3.4,Drama
101289,Mirage at Midnight,Downtown Branch,Alexander Turner,4.2,Romance
101292,The Rising Empire,Periodicals Desk,Scarlett Turner,4.3,Comedy
101294,Summit at Midnight,Main Library - Floor 2,Mia Blackwell,4.2,Romance
101296,Silent Garden,Stacks B,Ella Montgomery,4.5,Mystery
101299,Crimson Harbor,South Campus Library,Lucas Kensington,4.5,Mystery
1013,The Final Kingdom,North Campus Library,Olivia Kensington,3.28,Thriller
101301,The Iron River,Stacks A,Henry Young,4.6,Comedy
101303,The Hidden Echo,South Campus Library,Grace Ellis,3.6,Animation
101305,The Final City,Stacks A,Abigail Zimmerman,4.5,Mystery
101307,The Burning Voyage,South Campus Library,Liam Iverson,3.3,Documentary
101319,Hidden Lantern,Main Library - Floor 1,Olivia Xu,3.0,Sci-Fi
101322,The Crimson Paradox,Stacks A,Amelia Dawson,4.8,Romance
101329,The Fading Letter,Riverside Branch,Mason Hughes,4.7,Mystery
101335,Harbor at Midnight,North Campus Library,Chloe Hughes,4.6,Sci-Fi
101337,The Silent Signal,North Campus Library,Jackson Zimmerman,3.7,Animation
101339,The Wandering Kingdom,South Campus Library,Amelia Young,3.6,Action
101341,Signal at Midnight,North Campus Library,Scarlett Owens,3.2,Animation
101350,The Wandering Kingdom,Stacks A,Olivia Dawson,4.0,Thriller
101352,Crimson Signal,Reference Wing,Evelyn Lawson,4.7,Mystery
101355,Forgotten Letter,Downtown Branch,Ella Nolan,3.1,Comedy
101360,Kingdom at Midnight,Main Library - Floor 2,Mia Montgomery,4.0,Action
101362,Last Promise,Stacks A,Chloe Ellis,4.19,Animation
101373,The Burning Empire,Archives Room,Olivia Kensington,4.8,Mystery
101375,The Final Letter,North Campus Library,Harper Vasquez,3.0,Romance
101379,The Hidden Summit,Stacks A,Mia Lawson,3.1,Romance
101381,The Broken Garden,South Campus Library,Daniel Turner,4.7,Sci-Fi
101383,Shattered Lantern,South Campus Library,Daniel Hughes,3.7,Sci-Fi
101388,Shadow at Midnight,Main Library - Floor 2,Jackson Ramirez,4.1,Drama
101398,Summit at Midnight,North Campus Library,Evelyn Underwood,4.8,Romance
1014,Rising Paradox,Stacks B,Ethan Xu,4.0,Sci-Fi
101400,The Midnight Trial,North Campus Library,Olivia Whitaker,3.4,Drama
101402,Crimson Chronicle,Riverside Branch,Evelyn Jensen,3.7,Action
101405,The Shattered Garden,Riverside Branch,Grace Zimmerman,4.8,Sci-Fi
101407,Letter at Midnight,North Campus Library,Scarlett Donovan,4.9,Animation
101409,The Silent Promise,Media Center,Isabella Hughes,3.4,Comedy
101413,River at Midnight,Main Library - Floor 1,Liam Prescott,3.4,Sci-Fi
101415,Last Horizon,Reference Wing,Amelia Xu,3.75,Action
